DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4641688;1;3;1;70;05;24;48;1; ;2;32;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;31;92;17;1;2;1730;06;05;1371,05247717383
4641690;1;2;1;70;05;1;48;1; ;2;98;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;94;36;1;1;3699;06;05;1075,92420673572
4641691;1;2;1;70;05;24;48;1; ;2;32;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;52;1;2;5211;06;05;1243,42273077239
4641695;1;1;1;70;05;24;48;1; ;2;25;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5233;06;05;1335,4251613038
4641697;1;1;1;70;05;8;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;781242;2; ;95;97;74;1;1;7499;06;05;1105,96906612131
4641704;1;1;1;70;05;20;48;1; ;2;54;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;55;53;55;1;2;5529;06;05;1098,78262738151
4641706;1;1;1;70;05;20;48;1; ;2;32;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;95;45;1;2;4559;06;05;1506,82187265052
4641706;1;4;1;70;05;8;48;4; ;2;10;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;77;15;1;1;1594;06;05;1506,82187265052
4641711;1;4;1;70;05;2;48;1; ;2;108;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;45;52;1;1;5233;06;05;1066,10028848608
4641726;1;3;1;70;05;20;48;3; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;79;18;1;2;1810;06;05;1713,33246369273
4641733;1;3;1;70;05;20;48;1; ;2;36;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;95;45;1;2;4521;06;05;862,080665851577
4641733;1;6;1;70;05;8;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;39;85;1;1;8513;06;05;862,080665851577
4641739;1;3;1;70;05;12;48;1; ;2;104;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;97;17;1;1;1730;06;05;1206,13596503491
4641743;1;3;1;70;05;24;48;1; ;2;54;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;2;5211;06;05;1111,10332035623
4641744;1;4;1;70;05;3;48;1; ;2;24;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;45;45;52;1;1;5233;06;05;834,617818363733
4641746;1;9;1;70;05;52;48;1; ;2;52;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;45;70;31;1;2;3120;06;05;2444,27335299912
4641752;1;2;1;70;05;24;48;1; ;2;24;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;33;60;1;2;6021;06;05;1152,22699947429
4641757;1;1;1;70;05;108;48;1; ;2;108;1; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;4000000;1;1;21;21;65;1;2;6599;06;05;1084,89537435122
4641764;1;5;1;70;05;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;45;1;1;4521;06;05;1457,9819273998
4641775;1;4;1;70;05;4;48;1; ;2;4;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;81;36;1;1;3611;06;05;809,711173208613
4641779;1;1;1;70;05;4;48;1; ;2;4;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;2000000;2000000;2; ;03;03;74;1;1;7421;06;05;1182,26789886433
4641796;1;1;1;70;05;20;48;1; ;2;20;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;45;45;52;1;2;5235;06;05;1489,80209944983
4641799;1;3;1;70;05;24;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;781242;2; ;32;45;52;1;2;5244;06;05;993,630449132541
4641805;1;1;1;70;05;4;48;1; ;2;5;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;54;95;1;1;9500;06;05;1252,39389838789
4641805;1;2;1;70;05;2;48;4; ;2;2;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;800000;1600000;2; ;95;95;45;1;1;4521;06;05;1252,39389838789
4641809;1;3;1;70;05;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781300; ; ;45; ; ;1;1; ;06;05;1047,60860861374
4641814;1;2;1;70;05;4;48;1; ;2;8;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;03;59;92;1;1;9242;06;05;1029,66627338275
4641815;1;3;1;70;05;32;24;1; ;2;54;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;54;85;1;2;8532;06;05;1034,80448761322
4641818;1;1;1;70;05;60;48;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;74;1;2;7493;06;05;1197,16479741942
4641818;1;2;1;70;05;52;48;3; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;781242;2; ;54;54;74;1;2;7493;06;05;1197,16479741942
4641819;1;2;1;70;05;4;72;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781200; ; ;84; ; ;1;1; ;06;05;997,043362094958
4641823;1;1;1;70;05;52;48;1; ;2;144;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;33;45;52;1;2;5231;06;05;1163,77621899198
4641827;1;3;1;70;05;24;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;87;28;1;2;2811;06;05;1084,89537435122
4641832;1;1;1;70;05;24;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;87;95;45;1;2;4521;06;05;1373,63448907158
4641832;1;2;1;70;05;52;60;4; ;2;52;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;54;54;74;1;2;7493;06;05;1373,63448907158
4641855;1;2;1;70;05;16;48;3; ;2;120;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;54;21;93;1;2;9302;06;05;1084,89537435122
4641862;1;5;1;70;08;6;56;1; ;2;6;1; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781250;2; ;39;95;45;1;1;4521;06;08;522,480560466536
4641866;1;3;1;70;08;4;48;1; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;45;45;52;1;1;5211;06;08;540,539043260715
4641866;1;5;1;70;08;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781000; ; ;53; ; ;1;1; ;06;08;540,539043260715
4641868;1;1;1;70;08;8;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;06;06;85;1;1;8511;06;08;587,90600710606
4641875;1;5;1;70;08;2;48;1; ;2;24;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;787000;2; ;39;39;74;1;1;7499;06;08;493,350676997047
4641894;1;3;1;70;08;6;48;1; ;2;8;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;39;39;24;1;1;2423;06;08;573,261518626852
4641896;1;3;1;70;08;20;48;1; ;2;40;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;39;85;1;2;8511;06;08;540,539043260715
4641903;1;2;1;70;08;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;39;50;55;1;1;5530;06;08;563,725157577749
4641905;1;4;1;70;08;4;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;38;19;85;1;1;8532;06;08;603,852280869692
4641915;1;1;1;70;08;14;48;1; ;2;24;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;83;83;36;1;2;3611;06;08;628,75365510075
4641920;1;5;1;70;08;12;48;3; ;2;18;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;54;54;95;1;1;9500;06;08;652,145512818769
4641924;1;4;1;70;08;24;48;1; ;2;26;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;07;07;85;1;2;8519;06;08;635,269566830946
4641926;1;2;1;70;08;24;48;1; ;2;104;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;2;5521;06;08;508,308384170286
4641934;1;3;1;70;08;120;48;1; ;2;120;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;32;32;52;1;2;5235;06;08;534,858438769775
4641938;1;2;1;70;08;16;24;1; ;2;16;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;79;79;18;1;2;1810;06;08;559,470975625683
4641939;1;5;1;70;08;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ;45; ; ;1;1; ;06;08;524,280330647554
4641940;1;5;1;70;08;2;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;45;45;15;1;1;1530;06;08;670,435323627943
4641951;1;3;1;70;08;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;39; ; ;1;1; ;06;08;522,774275067817
4641953;1;3;1;70;08;4;48;1; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;1;5521;06;08;544,710638100867
4641957;1;2;1;70;08;12;30;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;18; ; ;1;1; ;06;08;536,163628174658
4641959;1;3;1;70;08;8;48;1; ;2;4;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;781000;2; ;59;16;74;1;1;7430;06;08;555,496750433954
4641965;1;2;1;70;08;8;48;1; ;2;8;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;786000;2; ;55;95;45;1;1;4521;06;08;573,261518626852
4641965;1;4;1;70;08;4;48;3; ;2;4;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;54;59;52;1;1;5239;06;08;573,261518626852
4641972;1;5;1;70;08;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;39;39;28;1;1;2811;06;08;451,41044336422
4641973;1;3;1;70;08;8;48;1; ;2;20;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;03;03;72;1;1;7220;06;08;561,010257545987
4641983;1;3;1;70;08;104;48;1; ;2;104;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;41;15;1;2;1522;06;08;511,988162734729
4641985;1;3;1;70;08;4;48;1; ;2;4;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;53;53;55;1;1;5529;06;08;614,773464364541
4641993;1;2;1;70;08;8;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;09;09;52;1;1;5231;06;08;468,942319165118
4641995;1;2;1;70;08;2;48;1; ;2;2;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;33;33;52;1;1;5233;06;08;499,061553757502
4641999;1;2;1;70;08;12;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;39;39;52;1;1;5211;06;08;548,772834492892
4641999;1;3;1;70;08;48;48;1; ;2;96;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;55;62;01;1;2;0112;06;08;548,772834492892
4642003;1;2;1;70;08;22;48;1; ;2;22;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;13;13;80;1;2;8045;06;08;555,496750433954
4642011;1;5;1;70;08;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;950000; ; ;39; ; ;1;1; ;06;08;638,605854431842
4642018;1;2;1;70;08;8;48;1; ;2;2;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;33;33;52;1;1;5211;06;08;500,391631343519
4642039;1;3;1;70;08;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;84; ; ;1;1; ;06;08;500,391631343519
4642050;1;2;1;70;11;4;48;1; ;2;20;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;45;52;1;1;5234;06;11;3463,65144850038
4642055;1;2;1;70;11;8;48;1; ;2;144;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;871242;2; ;39;39;60;1;1;6042;06;11;2418,79746956408
4642061;1;1;1;70;11;4;48;1; ;2;4;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;900000;1000000;1;1;59;59;85;1;1;8512;06;11;2704,33945695325
4642069;1;2;1;70;11;16;48;3; ;2;40;3; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;54;54;95;1;2;9500;06;11;2868,28048911361
4642070;1;4;1;70;11;6;40;3; ;2;24;4; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;57;93;1;1;9302;06;11;2868,28048911361
4642074;1;3;1;70;11;8;48;1; ;2;16;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;15;15;74;1;1;7499;06;11;3475,8683745829
4642078;1;2;1;70;11;20;48;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;52;1;2;5211;06;11;2410,21756591432
4642086;1;5;1;70;11;16;48;1; ;2;16;1; ;9;1;9;SUBSIDIO DE DESEMPLEO; ; ; ; ; ; ; ; ; ;1;2; ;1000000;1;1;33;33;19;1;2;1921;06;11;3046,76703440325
4642090;1;4;1;70;11;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;781242;2; ;84;39;85;1;1;8519;06;11;2900,2919191307
4642100;1;3;1;70;11;12;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;95;45;1;1;4552;06;11;2355,11461200858
4642112;1;2;1;70;11;20;48;1; ;2;20;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;60;1;2;6042;06;11;2910,64385670948
4642113;1;3;1;70;11;12;48;1; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;53;53;55;1;1;5521;06;11;2158,05212680461
4642113;1;5;1;70;11;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;950000; ; ;16; ; ;1;1; ;06;11;2158,05212680461
4642128;1;3;1;70;11;2;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;95; ; ;1;1; ;06;11;3162,40238015254
4642133;1;4;1;70;11;2;30;4; ;2;24;4; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;79;99;50;1;1;5020;06;11;3542,63177051227
4642136;1;1;1;70;11;12;48;1; ;2;4;4; ;1;2;5; ; ; ; ; ; ; ; ; ; ;1;1;98;7000000;2; ;21;41;55;1;1;5529;06;11;3087,67767565827
4642138;1;1;1;70;11;4;48;1; ;2;16;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;53;55;1;1;5521;06;11;3591,60163821105
4642152;1;5;1;70;11;20;48;1; ;2;20;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5233;06;11;2265,44617398692
4642154;1;2;1;70;11;8;48;1; ;2;96;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;40;39;85;1;1;8512;06;11;2466,26089573393
4642157;1;1;1;70;11;8;48;1; ;2;72;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;53;55;1;1;5521;06;11;2538,16775562498
4642158;1;1;1;70;11;4;48;1; ;2;12;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;59;59;41;1;1;4100;06;11;2910,64385670948
4642160;1;1;1;70;11;13;48;1; ;2;12;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;70;1;1;7010;06;11;3169,52955746145
4642160;1;2;1;70;11;96;48;3; ;2;96;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;2;9500;06;11;3169,52955746145
4642165;1;2;1;70;11;2;48;1; ;2;2;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;53;38;63;1;1;6340;06;11;2410,21756591432
4642172;1;1;1;70;11;130;48;2; ;2;130;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;3; ;18;20;75;1;2;7512;06;11;2809,09538885058
4642176;1;1;1;70;11;12;48;1; ;2;12;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;59;59;85;1;1;8519;06;11;2538,16775562498
4642181;1;1;1;70;11;4;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;4552;06;11;2791,27357064857
4642183;1;4;1;70;11;4;48;1; ;2;26;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;03;03;74;1;1;7414;06;11;2620,25690598216
4642186;1;2;1;70;11;4;48;1; ;2;14;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;55;55;1;1;5529;06;11;3225,57288728107
4642186;1;5;1;70;11;4;48;1; ;2;8;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;87;58;74;1;1;7491;06;11;3225,57288728107
4642189;1;2;1;70;11;1;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ;39; ; ;1;1; ;06;11;2410,21756591432
4642194;1;3;1;70;11;2;48;4; ;2;2;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;85;1;1;8532;06;11;3165,01667432278
4642194;1;5;1;70;11;2;40;4; ;2;32;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;56;55;1;1;5521;06;11;3165,01667432278
4642203;1;1;1;70;11;110;48;1; ;2;110;1; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;98;98;52;1;2;5222;06;11;2294,58222016503
4642212;1;3;1;70;11;12;48;1; ;2;12;1; ;3;1;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;80;80;19;1;1;1929;06;11;1904,41883550785
4642222;1;3;1;70;11;24;48;1; ;2;24;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;16;98;74;1;2;7430;06;11;2574,15859807468
4642233;1;2;1;70;11;4;48;1; ;2;20;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;95;95;70;1;1;7010;06;11;2594,2110854446
4642236;1;4;1;70;11;4;72;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1; ;06;11;2573,16450697272
4642252;1;2;1;70;11;2;48;1; ;2;600;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;33;45;18;1;1;1810;06;11;2438,08713995314
4642252;1;3;1;70;11;3;48;1; ;2;12;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;38;53;55;1;1;5521;06;11;2438,08713995314
4642252;1;5;1;70;11;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;97; ; ;1;1; ;06;11;2438,08713995314
4642284;1;4;1;70;13;25;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;39; ; ;1;2; ;06;13;462,368042864347
4642295;1;1;1;70;13;24;40;1; ;2;24;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;32;33;50;1;2;5030;06;13;460,810216107225
4642312;1;3;1;70;13;32;48;1; ;2;32;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;870000;2; ;53;53;55;1;2;5529;06;13;507,945499616675
4642328;1;3;1;70;13;20;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;900000;2; ;03;03;92;1;2;9242;06;13;482,479795417584
4642330;1;2;1;70;13;16;40;1; ;2;16;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;53;55;1;2;5511;06;13;512,468761028951
4642330;1;5;1;70;13;8;40;1; ;2;8;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5211;06;13;512,468761028951
4642347;1;2;1;70;13;28;48;1; ;2;28;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;34;34;15;1;2;1594;06;13;446,020214569715
4642349;1;3;1;70;13;24;48;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;59;59;85;1;2;8520;06;13;511,198174425506
4642358;1;3;1;70;13;24;48;1; ;2;26;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;03;03;45;1;2;4521;06;13;497,050411207174
4642358;1;4;1;70;13;24;48;1; ;2;48;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;03;03;45;1;2;4521;06;13;497,050411207174
4642369;1;2;1;70;13;28;48;3; ;2;28;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;54;95;1;2;9500;06;13;534,668716011926
4642381;1;3;1;70;13;24;40;1; ;2;24;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5233;06;13;569,351084354754
4642398;1;2;1;70;13;22;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;98; ; ;03; ; ;1;2; ;06;13;603,195531895653
4642409;1;3;1;70;13;24;48;1; ;2;24;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;45;45;52;1;2;5234;06;13;411,352402780315
4642412;1;4;1;70;13;12;40;3; ;2;12;4; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;54;97;52;1;1;5211;06;13;489,9283644339
4642413;1;4;1;70;13;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;54; ; ;1;2; ;06;13;454,617647806806
4642414;1;2;1;70;13;12;40;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;45;45;64;1;1;6421;06;13;371,519549614973
4642418;1;8;1;70;13;30;48;1; ;2;30;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;45;45;52;1;2;5233;06;13;491,295947884078
4642419;1;4;1;70;13;52;48;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;53;53;55;1;2;5511;06;13;481,973140181868
4642462;1;2;1;70;17;36;48;1; ;2;36;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;2;5521;06;17;202,193230286585
4642464;1;3;1;70;17;8;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;38; ; ;1;1; ;06;17;97,6433857539288
4642476;1;3;1;70;17;1;48;1; ;2;6;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;37;85;1;1;8511;06;17;247,19977716586
4642479;1;3;1;70;17;26;48;1; ;2;26;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;2;5233;06;17;150,380713891267
4642976;1;1;1;70;23;14;48;1; ;2;15;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;55;55;55;1;2;5511;06;23;209,417541187757
4642978;1;5;1;70;23;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1; ;06;23;180,69014354512
4642979;1;4;1;70;23;9;48;1; ;2;60;1; ;6;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;33;93;1;1;9303;06;23;127,133721058911
4642979;1;5;1;70;23;16;40;1; ;2;19;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;53;53;55;1;2;5521;06;23;127,133721058911
4642981;1;2;1;70;23;4;40;1; ;2;80;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5233;06;23;178,729854353017
4642995;1;3;1;70;23;46;40;1; ;2;45;1; ;6;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;44;44;50;1;2;5012;06;23;106,478201372608
4643007;1;3;1;70;23;4;48;1; ;2;4;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;5235;06;23;163,937183820279
4643010;1;2;1;70;23;18;48;1; ;2;18;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;32;32;51;1;2;5135;06;23;97,4145540579821
4643010;1;7;1;70;23;14;48;1; ;2;14;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;59;59;85;1;2;8511;06;23;97,4145540579821
4643012;1;3;1;70;23;12;48;1; ;2;13;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;45;52;1;1;5211;06;23;191,722459697729
4643022;1;4;1;70;23;9;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;39;85;1;1;8512;06;23;98,4846977879016
4643028;1;2;1;70;23;4;40;1; ;2;88;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;57;57;93;1;1;9302;06;23;196,500548078442
