DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;MES;RAMA4D_D;DPTO;fex_c_2011;AREA
4640254;1;4;1;70;1;4;48;1; ;2;4;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;45;03;74;1;1;06;7421;63;146,040173696465;63
4640255;1;1;1;70;1;1;50;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;87;87;28;1;1;06;2811;63;182,532941609947;63
4640256;1;5;1;70;1;2;50;4; ;2;3;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;700000;1000000;2; ;81;81;36;1;1;06;3611;63;99,2525795671596;63
4640258;1;1;1;70;1;2;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;400000;2; ;55;55;74;1;1;06;7493;63;114,253501653979;63
4640259;1;4;1;70;1;52;48;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;95;95;45;1;2;06;4521;63;170,136390186784;63
4640260;1;1;1;70;1;150;40;4; ;2;100;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;51;55;74;1;2;06;7493;63;132,484873757195;63
4640261;1;2;1;70;1;4;40;4; ;2;28;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;74;1;1;06;7493;63;110,533414263992;63
4640264;1;3;1;70;1;8;54;1; ;2;8;1; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;95;95;45;1;1;06;4521;63;133,673645980352;63
4640269;1;2;1;70;1;150;48;1; ;2;210;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;33;33;15;1;2;06;1511;63;192,663267734742;63
4640287;1;2;1;70;1;52;48;4; ;2;208;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781240;2; ;53;53;55;1;2;06;5521;63;328,603139013463;63
4640292;1;2;1;70;1;4;48;1; ;2;52;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;53;53;55;1;1;06;5521;63;150,716245860411;63
4640293;1;1;1;70;1;150;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;12; ; ;1;2;06; ;63;182,532941609947;63
4640297;1;2;1;70;1;10;48;1; ;2;10;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;77;55;1;1;06;5521;68;687,085332708086;68
4640301;1;2;1;70;1;2;48;1; ;2;2;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;98;781200;2; ;53;13;80;1;1;06;8011;68;489,907647784811;68
4640306;1;4;1;70;1;4;48;1; ;2;12;6; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;39;97;51;1;1;06;5139;68;408,320411224687;68
4640315;1;4;1;70;1;5;48;1; ;2;5;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;39;80;19;1;1;06;1929;68;603,797919691693;68
4640315;1;6;1;70;1;4;48;1; ;2;8;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;87;33;65;1;1;06;6599;68;603,797919691693;68
4640323;1;2;1;70;1;24;48;4; ;2;24;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;37;37;64;1;2;06;6412;68;482,240259352876;68
4640326;1;2;1;70;1;60;24;1; ;2;60;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;33;45;52;1;2;06;5211;68;462,910094035853;68
4640333;1;4;1;70;1;4;24;1; ;2;96;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;45;59;65;1;1;06;6599;70;124,612468337313;70
4640336;1;2;1;70;1;156;48;1; ;2;156;1; ;8;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;52;1;2;06;5211;76;1054,6606072473;76
4640338;1;1;1;70;1;258;48;1; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;120000;781242;2; ;45;57;93;1;2;06;9302;76;1076,05811679917;76
4640344;1;1;1;70;1;52;48;3; ;2;260;4; ;1;2;1; ; ; ; ; ; ; ; ;1;RECIBE PENSION POR SUSTITUCION; ;2; ;781242;2; ;54;54;74;1;2;06;7493;76;996,787807182615;76
4640350;1;7;1;70;1;18;44;1; ;2;20;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;03;39;40;1;2;06;4010;76;685,343326337521;76
4640357;1;2;1;70;1;16;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;97;97;36;1;2;06;3611;76;1271,70806080085;76
4640378;1;1;1;70;1;5;48;1; ;2;5;1; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;95;95;45;1;1;06;4552;76;1164,28241984108;76
4640480;1;1;1;70;1;12;24;1; ;2;99;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;54;95;1;1;06;9500;05;997,043362094958;05
4640481;1;3;1;70;1;24;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;781242;2; ;93;93;45;1;2;06;4552;05;879,620850233882;05
4640483;1;1;1;70;1;4;40;3; ;2;468;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;1;06;9500;05;921,98059627681;05
4640483;1;2;1;70;1;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ;1; ; ; ; ; ; ;1;800000;781242;2; ;45;45;52;1;1;06;5233;05;921,98059627681;05
4640485;1;1;1;70;1;8;48;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;1;900000;781300;2; ;45;32;91;1;1;06;9191;05;1096,44459386891;05
4640485;1;2;1;70;1;12;48;1; ;2;12;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781300;2; ;13;54;85;1;1;06;8532;05;1096,44459386891;05
4640485;1;3;1;70;1;4;48;1; ;2;4;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1100000;2; ;87;87;28;1;1;06;2811;05;1096,44459386891;05
4640491;1;1;1;70;1;52;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;42;30;64;1;2;06;6425;05;1075,92420673572;05
4640494;1;1;1;70;1;3;48;4; ;2;3;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;400000;1000000;2; ;12;12;74;1;1;06;7411;05;1253,43247737243;05
4640499;1;1;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;79; ; ;1;1;06; ;05;1264,49642254249;05
4640513;1;1;1;70;1;24;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;93;93;45;1;2;06;4552;05;1253,43247737243;05
4640523;1;2;1;70;1;2;48;1; ;2;3;1; ;9;2;1; ; ; ; ; ; ; ;1; ; ; ;2; ;1800000;2; ;12;44;65;1;1;06;6512;08;669,297231601967;08
4640550;1;3;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;980000; ; ;87; ; ;1;1;06; ;13;660,623096693902;13
4640553;1;5;1;70;1;8;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;45; ; ;1;1;06; ;15;69,6360877066646;15
4640561;1;3;1;70;1;4;40;1; ;2;4;3; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;99;2000000;2; ;02;54;95;1;1;06;9500;15;123,473819567901;15
4640566;1;4;1;70;1;4;40;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;781242;2; ;95;95;45;1;1;06;4521;15;61,1425831202058;15
4640566;1;5;1;70;1;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;53; ; ;1;2;06; ;15;61,1425831202058;15
4640568;1;1;1;70;1;48;48;4; ;2;48;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;98;98;60;1;2;06;6021;15;87,3902023692677;15
4640568;1;3;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;37; ; ;1;1;06; ;15;87,3902023692677;15
4640573;1;2;1;70;1;4;30;1; ;2;4;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;1;400000;1800000;2; ;06;45;52;1;1;06;5233;15;101,257826992507;15
4640580;1;2;1;70;1;8;20;1; ;2;8;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781212;2; ;53;53;55;1;1;06;5521;15;110,224244923562;15
4640581;1;2;1;70;1;8;48;1; ;2;8;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;95;45;1;1;06;4521;15;67,744886713043;15
4640585;1;1;1;70;1;8;48;1; ;2;8;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781212;2; ;45;45;52;1;1;06;5241;15;156,245253400312;15
4640587;1;2;1;70;1;20;48;1; ;2;20;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781200;2; ;97;97;71;1;2;06;7129;15;89,1509227046414;15
4640595;1;3;1;70;1;8;48;1; ;2;8;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;02;32;85;1;1;06;8511;15;140,328683496346;15
4640598;1;1;1;70;1;1;48;1; ;2;8;1; ;8;2;4; ; ; ; ; ; ; ; ; ; ;1;1;98;1680000;2; ;95;95;45;1;1;06;4521;15;164,66493363431;15
4640599;1;1;1;70;1;14;48;1; ;2;14;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;58;58;55;1;2;06;5521;15;146,7320977722;15
4640617;1;2;1;70;1;25;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;840000;2; ;56;56;90;1;2;06;9000;17;297,224414586965;17
4640621;1;1;1;70;1;4;50;8; ;2;4;8; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;700000;2; ;62;62;01;1;1;06;0111;17;188,222670597937;17
4640622;1;1;1;70;1;4;50;1; ;2;4;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;1;800000;800000;2; ;95;95;45;1;1;06;4521;17;272,475844651866;17
4640624;1;3;1;70;1;4;48;1; ;2;4;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;820000;781242;2; ;97;95;45;1;1;06;4552;17;181,563165749022;17
4640625;1;1;1;70;1;8;48;1; ;2;8;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;06;4552;17;118,726103309261;17
4640625;1;2;1;70;1;4;48;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;1;06;9500;17;118,726103309261;17
4640625;1;8;1;70;1;20;50;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;54;54;95;1;2;06;9500;17;118,726103309261;17
4640629;1;2;1;70;1;8;48;1; ;2;8;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;95;45;1;1;06;4530;17;228,536306602111;17
4640630;1;1;1;70;1;4;48;1; ;2;4;1; ;5;2;8; ; ; ; ; ; ; ; ; ; ;1;1;940000;781242;2; ;95;95;45;1;1;06;4530;17;230,272759187129;17
4640640;1;2;1;70;1;5;48;1; ;2;8;1; ;3;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;53;55;1;1;06;5530;17;133,764753051095;17
4640644;1;1;1;70;1;50;50;1; ;2;4;1; ;4;2;7; ; ; ; ; ; ; ; ; ; ;1;1;600000;781242;2; ;58;80;19;1;2;06;1929;17;181,563165749022;17
4640644;1;2;1;70;1;12;48;1; ;2;12;1; ;6;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;55;55;80;1;1;06;8043;17;181,563165749022;17
4640645;1;1;1;70;1;52;48;4; ;2;26;4; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;781242;1;2;16;16;74;1;2;06;7494;17;200,631232373776;17
4640647;1;1;1;70;1;12;50;1; ;2;12;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;93;93;45;1;1;06;4552;17;188,222670597937;17
4640655;1;3;1;70;1;60;48;1; ;2;520;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;85;39;40;1;2;06;4010;17;168,314209023254;17
4640683;1;2;1;70;1;3;20;1; ;2;46;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;39;33;51;1;1;06;5125;18;101,657338058111;18
4640695;1;1;1;70;1;24;40;1; ;2;24;4; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;850000;2; ;45;53;55;1;2;06;5521;19;94,5589520785979;19
4640697;1;2;1;70;1;170;40;1; ;2;170;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;58;58;74;1;2;06;7492;19;130,512999841326;19
4640704;1;1;1;70;1;12;28;1; ;2;38;4; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;53;53;55;1;1;06;5529;19;109,614783417676;19
4640718;1;1;1;70;1;4;45;1; ;2;4;1; ;6;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;59;59;85;1;1;06;8512;19;122,809909650858;19
4640719;1;3;1;70;1;24;40;1; ;2;24;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;32;32;80;1;2;06;8011;19;92,4193907258342;19
4640724;1;3;1;70;1;4;48;1; ;2;4;4; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;95;95;45;1;1;06;4521;19;126,957195140024;19
4640729;1;2;1;70;1;52;48;1; ;2;106;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;13;75;17;1;2;06;1710;19;117,564389054547;19
4640730;1;3;1;70;1;2;48;1; ;2;2;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;780000;780000;2; ;90;90;25;1;1;06;2529;19;120,478360084403;19
4640736;1;2;1;70;1;48;45;1; ;2;48;1; ;5;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;782000;1;2;45;45;52;1;2;06;5244;19;96,0021525272042;19
4640740;1;1;1;70;1;2;48;1; ;2;2;1; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;1;780000;1000000;1;1;02;02;45;1;1;06;4530;19;107,213660283478;19
4640743;1;2;1;70;1;4;48;1; ;2;4;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;59;53;55;1;1;06;5529;19;151,433402697223;19
4640749;1;1;1;70;1;96;45;1; ;2;98;1; ;7;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1000000;1;2;07;07;85;1;2;06;8512;19;109,614783417676;19
4640750;1;2;1;70;1;120;40;1; ;2;120;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;98;60;1;2;06;6031;19;130,512999841326;19
4640754;1;1;1;70;1;20;48;2; ;2;20;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;19;19;80;1;2;06;8050;19;171,524868643315;19
4640756;1;2;1;70;1;60;48;1; ;2;90;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;39;39;64;1;2;06;6412;19;140,569826030496;19
4640758;1;4;1;70;1;4;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ;12; ; ;1;1;06; ;19;74,7892887331423;19
4640762;1;2;1;70;1;52;48;1; ;2;208;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;45;45;52;1;2;06;5233;23;147,127806589232;23
4640765;1;2;1;70;1;4;48;1; ;2;156;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;13;13;80;1;1;06;8043;23;145,666679311661;23
4640767;1;2;1;70;1;4;48;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;200000;800000;2; ;98;98;60;1;1;06;6031;23;220,102142958893;23
4640774;1;1;1;70;1;12;40;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;03;03;85;1;1;06;8511;23;97,7157727321749;23
4640789;1;1;1;70;1;12;42;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;19;19;85;1;1;06;8532;27;32,3143534994081;27
4640795;1;4;1;70;1;7;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781000;2; ;45;45;92;1;1;06;9242;27;32,3143534994081;27
4640799;1;3;1;70;1;51;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;13; ; ;1;2;06; ;27;32,3143534994081;27
4640802;1;1;1;70;1;51;40;1; ;2;51;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;55;1;2;06;5521;27;100,406378420367;27
4640807;1;2;1;70;1;24;40;2; ;2;600;2; ;8;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;19;19;75;1;2;06;7512;27;32,3143534994081;27
4640812;1;1;1;70;1;12;40;3; ;2;36;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;55;55;95;1;1;06;9500;27;91,5333950934537;27
4640816;1;2;1;70;1;24;40;1; ;2;60;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;77;77;80;1;2;06;8042;27;32,3143534994081;27
4640816;1;4;1;70;1;52;40;1; ;2;54;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;19;19;85;1;2;06;8532;27;32,3143534994081;27
4640819;1;4;1;70;1;4;40;3; ;2;24;3; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;54;54;95;1;1;06;9500;27;81,8082167062675;27
4640823;1;3;1;70;1;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;800000;2; ;32;32;80;1;1;06;8060;41;172,470531305787;41
4640832;1;1;1;70;1;8;48;1; ;2;8;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781800;2; ;98;98;60;1;1;06;6041;41;178,008863395495;41
4640832;1;6;1;70;1;4;48;1; ;2;4;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;1;781800;781800;2; ;33;53;55;1;1;06;5521;41;178,008863395495;41
4640835;1;4;1;70;1;24;48;1; ;2;104;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781232;2; ;45;94;52;1;2;06;5239;41;183,811846449657;41
4640852;1;1;1;70;1;8;40;1; ;2;50;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;33;33;92;1;1;06;9242;41;161,861012663317;41
4640853;1;1;1;70;1;36;48;4; ;2;36;4; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;53;53;15;1;2;06;1589;44;85,4838726545197;44
4640859;1;3;1;70;1;52;40;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;08;33;85;1;2;06;8511;44;54,0688053097375;44
4640862;1;2;1;70;1;6;48;1; ;2;108;1; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;07;07;85;1;1;06;8511;44;90,7343219133226;44
4640863;1;2;1;70;1;96;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;781242; ; ;59; ; ;1;2;06; ;44;66,5671294443762;44
4640866;1;3;1;70;1;96;48;1; ;2;96;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;12;12;75;1;2;06;7523;44;54,0688053097375;44
4640875;1;1;1;70;1;8;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;55;55;1;1;06;5511;44;57,0677087557242;44
4640877;1;2;1;70;1;16;40;4; ;2;16;4; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;95;95;45;1;2;06;4522;44;90,7343219133226;44
4640884;1;4;1;70;1;4;40;4; ;2;104;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;13;13;80;1;1;06;8011;44;119,150485812118;44
4640889;1;2;1;70;1;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;700000; ; ;45; ; ;1;1;06; ;44;92,1945247102568;44
4640891;1;4;1;70;1;2;45;3; ;2;24;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;300000;2; ;54;45;92;1;1;06;9242;44;108,201923017343;44
4640896;1;2;1;70;1;24;48;1; ;2;208;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;58;45;52;1;2;06;5233;47;151,233417058674;47
4640918;1;1;1;70;1;12;48;4; ;2;12;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;98;98;60;1;1;06;6031;47;137,638757962234;47
4640929;1;2;1;70;1;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;33;45;18;1;2;06;1810;47;159,3846722275;47
4640937;1;3;1;70;1;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;59;59;85;1;1;06;8519;50;240,027083475806;50
4640959;1;2;1;70;1;20;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;98;98;60;1;2;06;6041;50;178,701189293056;50
4640964;1;1;1;70;1;16;48;1; ;2;12;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;54;55;1;2;06;5512;50;340,558634508415;50
4640966;1;2;1;70;1;8;48;1; ;2;8;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;58;53;55;1;1;06;5521;50;261,843596142608;50
4640968;1;1;1;70;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ;33; ; ;1;1;06; ;50;333,238445093944;50
4640974;1;2;1;70;1;2;48;1; ;2;2;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1400000;1000000;1;1;41;38;74;1;1;06;7414;50;237,933279695827;50
4640986;1;1;1;70;1;40;48;5; ;2;40;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;95;95;45;1;2;06;4521;50;293,020664390762;50
4640986;1;3;1;70;1;24;48;1; ;2;30;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;98;95;45;1;2;06;4521;50;293,020664390762;50
4640988;1;1;1;70;1;52;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;19;41;52;1;2;06;5239;50;258,413915918495;50
4640995;1;3;1;70;1;104;48;1; ;2;13;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;55;54;95;1;2;06;9500;50;345,979467269052;50
4640997;1;1;1;70;1;40;48;1; ;2;500;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;32;32;75;1;2;06;7512;50;193,027164512619;50
4640999;1;3;1;70;1;12;48;1; ;2;20;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;03;53;55;1;1;06;5530;50;181,186618870634;50
4641002;1;1;1;70;1;52;48;1; ;2;52;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;33;33;74;1;2;06;7412;50;282,49207251701;50
4641009;1;1;1;70;1;18;48;1; ;2;18;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;45;45;52;1;2;06;5211;50;260,899345496073;50
4641022;1;2;1;70;1;8;48;1; ;2;8;1; ;9;2;5; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;45;45;52;1;1;06;5211;52;173,924296299262;52
4641022;1;3;1;70;1;3;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;781242;2; ;61;61;01;1;1;06;0140;52;173,924296299262;52
4641024;1;2;1;70;1;26;40;1; ;2;84;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;45;52;1;2;06;5233;52;265,857908925367;52
4641024;1;3;1;70;1;17;48;1; ;2;40;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;53;53;55;1;2;06;5511;52;265,857908925367;52
4641033;1;3;1;70;1;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ;02; ; ;1;2;06; ;52;292,287763943395;52
4641037;1;4;1;70;1;2;44;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;77;77;15;1;1;06;1551;52;326,479100652671;52
4641051;1;1;1;70;1;4;40;1; ;2;4;1; ;9;2;5; ; ; ; ;1; ; ; ; ; ; ;1;800000;800000;2; ;84;84;15;1;1;06;1541;52;223,355749204886;52
4641055;2;1;2;70;1;2;48;1; ;2;2;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;781242;2; ;05;45;52;1;1;06;5223;52;240,158765254957;52
4641056;1;4;1;70;1;20;40;4; ;2;20;4; ;9;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;2500000;2; ;32;32;75;1;2;06;7512;52;315,885903106236;52
4641057;1;3;1;70;1;24;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;600000; ; ;13; ; ;1;2;06; ;52;213,739042182979;52
4641062;1;1;1;70;1;104;48;1; ;2;4;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;1;400000;1000000;2; ;98;84;50;1;2;06;5040;52;259,314286855699;52
4641069;1;1;1;70;1;4;48;1; ;2;4;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;900000;900000;1;1;98;98;45;1;1;06;4530;52;286,664354768954;52
4641094;1;3;1;70;1;104;48;1; ;2;16;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;782000;2; ;45;39;52;1;2;06;5244;52;213,739042182979;52
